,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
156,경기도 성남시 분당구 분당동,35,35,0,샛별마을(동성),84.82,202603,26,"180,000",-,10,개인,개인,1992,분당로 212,-,중개거래,경기 성남시 분당구,-
157,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,202603,26,"135,000",-,3,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
158,경기도 성남시 분당구 금곡동,141,141,0,청솔마을(대원),101.67,202603,25,"177,000",-,11,개인,개인,1994,미금로 215,-,중개거래,경기 성남시 분당구,-
159,경기도 성남시 분당구 서현동,301,301,0,효자촌(삼환),46.065,202603,25,"113,000",-,3,개인,개인,1992,불정로 361,-,중개거래,경기 성남시 분당구,-
160,경기도 성남시 분당구 정자동,6,6,0,파크뷰,139.68,202603,25,"297,000",601,25,개인,법인,2004,정자일로 248,-,직거래,-,26.04.03
161,경기도 성남시 분당구 야탑동,511,511,0,탑마을(쌍용)1,131.4,202603,25,"177,000",-,2,개인,개인,1993,양현로 254,-,중개거래,경기 성남시 분당구,-
162,경기도 성남시 분당구 판교동,513,513,0,판교원마을11단지(힐스테이트),118.6,202603,25,"178,000",-,2,개인,개인,2009,서판교로 147,-,중개거래,경기 성남시 분당구,-
163,경기도 성남시 분당구 수내동,36,36,0,양지마을(2단지)(청구),134.8,202603,24,"265,000",-,12,개인,개인,1992,내정로 185,-,중개거래,"서울 강남구, 서울 서초구",-
164,경기도 성남시 분당구 야탑동,190,190,0,동원로얄듀크,96.59,202603,24,"110,800",-,8,개인,개인,2003,돌마로 908,-,중개거래,경기 성남시 분당구,-
165,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202603,24,"115,500",-,6,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
166,경기도 성남시 분당구 정자동,01월 28일,28,1,로얄팰리스,208.87,202603,24,"220,000",-,3,개인,개인,2003,성남대로 449,-,중개거래,경기 성남시 분당구,-
167,경기도 성남시 분당구 정자동,197,197,0,정든마을(4단지)(우성),129.72,202603,24,"175,000",-,18,개인,개인,1995,정자로 144,-,중개거래,경기 성남시 분당구,-
168,경기도 성남시 분당구 분당동,66,66,0,장안타운(건영),70.68,202603,24,"111,000",-,1,개인,개인,1993,분당로263번길 24,-,중개거래,경기 성남시 분당구,-
169,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),51.66,202603,24,"123,000",-,2,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
170,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202603,24,"115,000",-,1,개인,개인,1993,내정로165번길 35,-,중개거래,"경기 성남시 분당구, 경기 성남시 수정구",-
171,경기도 성남시 분당구 정자동,117,117,0,한솔마을(6단지)(주공),39.87,202603,23,"113,000",-,18,개인,개인,1995,내정로 54,-,중개거래,경기 성남시 분당구,-
172,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),70.66,202603,23,"149,000",-,1,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,-
173,경기도 성남시 분당구 구미동,88,88,0,까치마을(2단지)(주공),58.14,202603,23,"83,000",-,7,개인,개인,1995,미금일로 22,-,직거래,-,-
174,경기도 성남시 분당구 이매동,132,132,0,아름마을(건영),101.85,202603,23,"179,000",-,7,개인,개인,1992,판교로 430,-,중개거래,경기 성남시 분당구,-
175,경기도 성남시 분당구 이매동,100,100,0,이매촌(삼성),59.535,202603,23,"154,800",-,3,개인,개인,1994,양현로 192,-,중개거래,경기 성남시 분당구,-
176,경기도 성남시 분당구 분당동,38,38,0,샛별마을(우방),72.32,202603,23,"164,000",-,10,개인,개인,1994,수내로 181,20260409,중개거래,경기 성남시 분당구,-
177,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),59.4,202603,23,"117,500",-,11,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,-
178,경기도 성남시 분당구 금곡동,192,192,0,두산위브트레지움,120.03,202603,23,"179,000",-,5,개인,개인,2003,정자일로 55,-,중개거래,경기 성남시 분당구,-
179,경기도 성남시 분당구 서현동,92,92,0,시범현대,84.57,202603,23,"207,000",-,11,개인,개인,1992,중앙공원로 20,-,중개거래,경기 성남시 분당구,-
180,경기도 성남시 분당구 서현동,92,92,0,시범현대,59.55,202603,23,"165,900",-,5,개인,개인,1991,중앙공원로 20,-,중개거래,경기 성남시 분당구,-
181,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),51.66,202603,23,"139,500",-,1,개인,개인,1994,정자로 115,-,중개거래,"경기 성남시 분당구, 경기 수원시 영통구",-
182,경기도 성남시 분당구 판교동,513,513,0,판교원마을11단지(힐스테이트),118.6,202603,23,"175,000",1110,5,개인,개인,2009,서판교로 147,-,중개거래,경기 성남시 분당구,26.04.10
183,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),42.75,202603,23,"107,000",-,21,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
184,경기도 성남시 분당구 정자동,110,110,0,한솔마을(1단지)(청구),49.35,202603,23,"121,000",-,1,개인,개인,1994,불정로 219,-,중개거래,경기 성남시 분당구,-
185,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202603,21,"103,000",-,1,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
186,경기도 성남시 분당구 운중동,921,921,0,산운마을12단지판교센트럴포레와이시티,55.44,202603,21,"138,000",-,12,개인,개인,2009,판교원로 46,-,중개거래,경기 성남시 분당구,-
187,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),84.97,202603,21,"185,000",-,6,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,-
188,경기도 성남시 분당구 서현동,91,91,0,시범한양,101.66,202603,21,"224,000",-,3,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,-
189,경기도 성남시 분당구 서현동,91,91,0,시범한양,28.71,202603,21,"99,500",-,9,개인,개인,1991,중앙공원로 17,-,중개거래,경기 성남시 분당구,-
190,경기도 성남시 분당구 금곡동,176,176,0,청솔마을(계룡),55.44,202603,21,"146,000",-,8,개인,개인,1996,정자일로 30,-,중개거래,경기 성남시 분당구,-
191,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202603,21,"118,000",-,9,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
192,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),84.79,202603,21,"186,200",-,16,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,-
193,경기도 성남시 분당구 삼평동,718,718,0,봇들마을4단지(주공),59.84,202603,21,"167,000",-,1,개인,개인,2009,동판교로 226,-,중개거래,경기 성남시 분당구,-
194,경기도 성남시 분당구 구미동,77,77,0,까치마을(1단지)(대우롯데선경),134.83,202603,21,"212,500",-,14,개인,개인,1995,미금로 184,-,중개거래,경기 성남시 분당구,-
195,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),74.61,202603,20,"136,000",-,10,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,-
196,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),35.1,202603,20,"121,500",-,12,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
197,경기도 성남시 분당구 수내동,51,51,0,파크타운(대림),134.91,202603,20,"249,000",-,3,개인,개인,1993,내정로 186,-,중개거래,경기 성남시 분당구,-
198,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),48.51,202603,20,"155,000",-,3,개인,개인,1992,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
199,경기도 성남시 분당구 서현동,92,92,0,시범현대,49.41,202603,20,"139,200",-,1,개인,개인,1991,중앙공원로 20,-,중개거래,경기 성남시 분당구,-
200,경기도 성남시 분당구 판교동,622,622,0,판교원마을1단지(파라곤),101.06,202603,20,"175,000",-,9,개인,개인,2009,판교로 50,-,중개거래,경기 성남시 분당구,-
201,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),35.28,202603,20,"98,000",-,14,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,-
202,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),36.54,202603,20,"96,500",-,11,개인,개인,1995,미금로 216,-,중개거래,경기 성남시 분당구,-
203,경기도 성남시 분당구 야탑동,215,215,0,매화마을공무원2,58.71,202603,20,"91,700",-,2,개인,개인,1995,장미로 139,-,중개거래,경기 성남시 분당구,-
204,경기도 성남시 분당구 야탑동,334,334,0,장미마을(현대),41.76,202603,19,"90,000",-,10,개인,개인,1993,장미로 101,-,중개거래,경기 성남시 분당구,-
205,경기도 성남시 분당구 백현동,525,525,0,백현마을9단지(e편한세상),117.8,202603,19,"249,500",-,3,개인,개인,2009,판교역로 49,-,중개거래,경기 성남시 분당구,-
206,경기도 성남시 분당구 분당동,38,38,0,샛별마을(우방),72.32,202603,19,"164,000",-,10,개인,개인,1994,수내로 181,-,중개거래,경기 성남시 분당구,-
207,경기도 성남시 분당구 금곡동,125,125,0,청솔마을(공무원),58.19,202603,19,"63,100",-,3,개인,개인,1994,금곡로 263,-,직거래,-,-
208,경기도 성남시 분당구 야탑동,517,517,0,탑마을(벽산),69.87,202603,19,"132,000",-,3,개인,개인,1994,야탑로 124,-,중개거래,경기 성남시 분당구,-
209,경기도 성남시 분당구 금곡동,181,181,0,청솔마을(한라),58.8,202603,19,"155,000",-,9,개인,개인,1995,정자일로 72,-,중개거래,경기 성남시 분당구,-
210,경기도 성남시 분당구 정자동,192,192,0,정든마을(5단지)(신화),84.93,202603,18,"101,000",-,19,개인,개인,1995,정자로 112,-,직거래,-,-
211,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202603,18,"115,000",-,11,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
212,경기도 성남시 분당구 정자동,102,102,0,한솔마을(4단지)(주공),35.28,202603,18,"96,000",-,4,개인,개인,1994,백현로 206,-,중개거래,경기 성남시 분당구,-
213,경기도 성남시 분당구 서현동,87,87,0,시범한신,84.69,202603,18,"223,000",-,9,개인,개인,1992,중앙공원로 53,-,중개거래,경기 성남시 분당구,-
214,경기도 성남시 분당구 정자동,117,117,0,한솔마을(6단지)(주공),37.67,202603,18,"59,600",-,8,개인,개인,1995,내정로 54,-,중개거래,서울 송파구,-
215,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),48.51,202603,18,"153,000",-,3,개인,개인,1992,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
216,경기도 성남시 분당구 이매동,140,140,0,아름마을(풍림),163.62,202603,17,"290,000",-,11,개인,개인,1993,탄천로 59,-,중개거래,경기 성남시 분당구,-
217,경기도 성남시 분당구 야탑동,511,511,0,탑마을(기산)1,131.4,202603,17,"121,500",-,13,개인,개인,1993,양현로 272,-,중개거래,경기 의왕시,-
218,경기도 성남시 분당구 분당동,38,38,0,샛별마을(우방),133.86,202603,17,"190,000",-,2,개인,개인,1994,수내로 181,-,중개거래,경기 성남시 분당구,-
219,경기도 성남시 분당구 정자동,117,117,0,한솔마을(6단지)(주공),39.87,202603,17,"112,000",-,10,개인,개인,1995,내정로 54,-,중개거래,경기 성남시 분당구,-
220,경기도 성남시 분당구 구미동,221,221,0,무지개(5단지)(청구),58.49,202603,17,"119,999",-,19,개인,개인,1995,무지개로 144,-,중개거래,경기 성남시 분당구,-
221,경기도 성남시 분당구 서현동,292,292,0,효자촌(임광),101.34,202603,17,"181,000",-,4,개인,개인,1992,불정로 397,-,중개거래,경기 성남시 분당구,-
222,경기도 성남시 분당구 서현동,292,292,0,효자촌(임광),165.33,202603,17,"200,000",-,14,개인,개인,1993,불정로 397,-,중개거래,경기 성남시 분당구,-
223,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,202603,16,"140,000",-,7,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
224,경기도 성남시 분당구 이매동,123,123,0,이매촌(청구),84.99,202603,16,"195,000",-,2,개인,개인,1992,양현로94번길 29,-,중개거래,경기 성남시 분당구,-
225,경기도 성남시 분당구 이매동,100,100,0,이매촌(삼성),84.94,202603,14,"170,000",-,5,개인,개인,1994,양현로 192,-,중개거래,경기 성남시 분당구,-
226,경기도 성남시 분당구 이매동,100,100,0,이매촌(삼성),73.25,202603,14,"175,000",-,5,개인,개인,1994,양현로 220,-,중개거래,경기 성남시 분당구,-
227,경기도 성남시 분당구 운중동,921,921,0,산운마을12단지판교센트럴포레와이시티,55.36,202603,14,"138,500",-,15,개인,개인,2009,판교원로 46,-,중개거래,경기 성남시 분당구,-
228,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),41.85,202603,14,"115,000",-,11,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
229,경기도 성남시 분당구 서현동,96,96,0,시범우성,129.21,202603,14,"247,000",-,6,개인,개인,1991,중앙공원로 54,-,중개거래,경기 성남시 분당구,-
230,경기도 성남시 분당구 서현동,96,96,0,시범우성,129.21,202603,14,"247,000",-,6,개인,개인,1991,중앙공원로 54,20260411,중개거래,경기 성남시 분당구,-
231,경기도 성남시 분당구 이매동,133,133,0,아름마을(두산),132.72,202603,14,"195,000",-,14,개인,개인,1993,탄천로 95,-,중개거래,경기 성남시 분당구,-
232,경기도 성남시 분당구 구미동,225,225,0,무지개(6단지)(건영),101.82,202603,13,"136,500",-,1,개인,개인,1995,구미로 115,-,중개거래,경기 성남시 분당구,-
233,경기도 성남시 분당구 수내동,24,24,0,양지마을(5단지)(한양501-514),42.56,202603,13,"143,000",-,6,개인,개인,1993,내정로165번길 35,-,중개거래,경기 성남시 분당구,-
234,경기도 성남시 분당구 운중동,922,922,0,산운마을11단지(판교포레라움),59.9,202603,13,"149,900",1109,9,개인,개인,2009,판교원로 68,-,중개거래,경기 성남시 분당구,26.04.07
235,경기도 성남시 분당구 서현동,301,301,0,효자촌(삼환),46.065,202603,13,"125,000",-,3,개인,개인,1992,불정로 361,-,중개거래,경기 성남시 분당구,-
236,경기도 성남시 분당구 서현동,291,291,0,효자촌(동아),128.28,202603,13,"204,000",-,8,개인,개인,1992,돌마로486번길 12,-,중개거래,경기 성남시 분당구,-
237,경기도 성남시 분당구 금곡동,133,133,0,청솔마을(주공9단지),42.84,202603,13,"105,000",904,14,개인,개인,1996,미금로 216,-,중개거래,서울 서초구,26.04.06
238,경기도 성남시 분당구 야탑동,201,201,0,매화마을공무원1,59.98,202603,13,"104,900",-,20,개인,개인,1995,매화로 92,-,중개거래,경기 성남시 분당구,-
239,경기도 성남시 분당구 정자동,112,112,0,한솔마을(5단지)(주공),51.66,202603,13,"144,500",-,10,개인,개인,1994,정자로 115,-,중개거래,경기 성남시 분당구,-
